id,course_id,teacher_id,class_id,department,classroom_id,school_year,semester,week,jieci,biweekly,starting_and_ending_weeks,num_of_class
(2020-2021-1)-1101240031-0001083-11,1101240031,0001083,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000281-6,1101240031,0000281,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000281-7,1101240031,0000281,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000281-8,1101240031,0000281,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000281-9,1101240031,0000281,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000281-10,1101240031,0000281,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000281-11,1101240031,0000281,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001329-6,1101240031,0001329,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001329-7,1101240031,0001329,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001329-8,1101240031,0001329,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001329-9,1101240031,0001329,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001329-10,1101240031,0001329,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001329-11,1101240031,0001329,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000280-23,1101240031,0000280,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000280-24,1101240031,0000280,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000280-25,1101240031,0000280,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000280-26,1101240031,0000280,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000280-27,1101240031,0000280,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000280-28,1101240031,0000280,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001189-1,1101240031,0001189,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001189-2,1101240031,0001189,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001189-3,1101240031,0001189,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001189-4,1101240031,0001189,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001189-5,1101240031,0001189,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001189-6,1101240031,0001189,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000549-18,1101240031,0000549,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000549-19,1101240031,0000549,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000549-20,1101240031,0000549,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000549-21,1101240031,0000549,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000549-22,1101240031,0000549,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000549-23,1101240031,0000549,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000289-23,1101240031,0000289,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000289-24,1101240031,0000289,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000289-25,1101240031,0000289,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000289-26,1101240031,0000289,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000289-27,1101240031,0000289,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000289-28,1101240031,0000289,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001081-23,1101240031,0001081,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001081-24,1101240031,0001081,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001081-25,1101240031,0001081,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001081-26,1101240031,0001081,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001081-27,1101240031,0001081,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001081-28,1101240031,0001081,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001051-18,1101240031,0001051,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001051-19,1101240031,0001051,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001051-20,1101240031,0001051,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001051-21,1101240031,0001051,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001051-22,1101240031,0001051,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001051-23,1101240031,0001051,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000276-23,1101240031,0000276,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000276-24,1101240031,0000276,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000276-25,1101240031,0000276,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000276-26,1101240031,0000276,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000276-27,1101240031,0000276,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000276-28,1101240031,0000276,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001190-23,1101240031,0001190,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001190-24,1101240031,0001190,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001190-25,1101240031,0001190,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001190-26,1101240031,0001190,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001190-27,1101240031,0001190,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001190-28,1101240031,0001190,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000275-23,1101240031,0000275,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000275-24,1101240031,0000275,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000275-25,1101240031,0000275,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000275-26,1101240031,0000275,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000275-27,1101240031,0000275,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000275-28,1101240031,0000275,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001154-23,1101240031,0001154,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001154-24,1101240031,0001154,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001154-25,1101240031,0001154,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001154-26,1101240031,0001154,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001154-27,1101240031,0001154,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001154-28,1101240031,0001154,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001460-23,1101240031,0001460,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001460-24,1101240031,0001460,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001460-25,1101240031,0001460,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001460-26,1101240031,0001460,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001460-27,1101240031,0001460,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001460-28,1101240031,0001460,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1702140022-0001907-2,1702140022,0002379,2019010195,,0201319,2020-2021,1,星期二,"第5,6节",,1—10,63
(2020-2021-1)-1700140921-0001383-2,1700140921,0001383,2019010142,,0209527A,2020-2021,1,星期二,"第5,6节",单,1—16,44
(2020-2021-1)-0106141011-0001034-1,0106141011,0001034,2020010130,,0209524A,2020-2021,1,星期二,"第5,6节",,3—18,50
(2020-2021-1)-0201140011-0001289-1,0201140011,0001289,2020010108,,0204503,2020-2021,1,星期二,"第5,6节",双,3—16,60
(2020-2021-1)-0201140011-0001289-2,0201140011,0001289,2020010109,,0204503,2020-2021,1,星期二,"第5,6节",双,3—16,60
(2020-2021-1)-0201140011-0000376-4,0201140011,0000376,2020010183,,0208515,2020-2021,1,星期二,"第5,6节",,3—16,40
(2020-2021-1)-0201140011-0001009-7,0201140011,0001009,2020010105,,0202506,2020-2021,1,星期二,"第5,6节",,3—16,34
(2020-2021-1)-0201140011-0000388-3,0201140011,0000388,2020010111,,0202403,2020-2021,1,星期二,"第5,6节",,3—16,39
(2020-2021-1)-0201140011-0000795-4,0201140011,0000795,2020010154,,0202303,2020-2021,1,星期二,"第5,6节",,3—16,40
(2020-2021-1)-0201140011-0001298-7,0201140011,0001298,2020010113,,0202507,2020-2021,1,星期二,"第5,6节",,3—16,45
(2020-2021-1)-0201140011-0000929-7,0201140011,0000929,2020010150,,0203302,2020-2021,1,星期二,"第5,6节",,3—16,45
(2020-2021-1)-0201140011-0002171-5,0201140011,0002171,2020010166,,0202503,2020-2021,1,星期二,"第5,6节",,3—16,55
(2020-2021-1)-0201140011-0000824-5,0201140011,0000824,2020010185,,0202515,2020-2021,1,星期二,"第5,6节",,3—16,50
(2020-2021-1)-0201140011-0002018-3,0201140011,0000078,2020010158,,0208501,2020-2021,1,星期二,"第5,6节",,3—16,52
(2020-2021-1)-0201140011-0002018-4,0201140011,0000078,2020010159,,0208501,2020-2021,1,星期二,"第5,6节",,3—16,52
(2020-2021-1)-0201140031-0001289-1,0201140031,0001289,2019010150,,0202511,2020-2021,1,星期二,"第5,6节",单,1—16,38
(2020-2021-1)-0201140031-0000382-6,0201140031,0000382,2019010151,,0202513,2020-2021,1,星期二,"第5,6节",单,1—16,58
(2020-2021-1)-0201140031-0000743-1,0201140031,0000743,2019010135,,0202513,2020-2021,1,星期二,"第5,6节",双,1—16,38
(2020-2021-1)-0201140031-0000382-7,0201140031,0000382,2019010142,,0202511,2020-2021,1,星期二,"第5,6节",双,1—2,44
(2020-2021-1)-0201140031-0000382-8,0201140031,0000382,2019010142,,0202511,2020-2021,1,星期二,"第5,6节",双,5—16,44
(2020-2021-1)-0201140031-0000728-5,0201140031,0000728,2019010133,,0208417,2020-2021,1,星期二,"第5,6节",,1—16,48
(2020-2021-1)-0201140031-0000728-6,0201140031,0000728,2019010134,,0208417,2020-2021,1,星期二,"第5,6节",,1—16,48
(2020-2021-1)-0201140031-0001225-3,0201140031,0001225,2019010125,,0201308,2020-2021,1,星期二,"第5,6节",,1—16,36
(2020-2021-1)-0201140031-0000384-5,0201140031,0000384,2019010173,,0209423,2020-2021,1,星期二,"第5,6节",,1—16,39
(2020-2021-1)-0201140031-0000959-5,0201140031,0000959,2019010170,,0209526A,2020-2021,1,星期二,"第5,6节",,1—16,51
(2020-2021-1)-0201140031-0000386-1,0201140031,0000386,2019010200,,0201309,2020-2021,1,星期二,"第5,6节",,1—16,40
(2020-2021-1)-0201140031-0000839-1,0201140031,0000839,2019010169,,0209525B,2020-2021,1,星期二,"第5,6节",,1—16,47
(2020-2021-1)-0201140031-0000379-3,0201140031,0000379,2019010102,,0201316,2020-2021,1,星期二,"第5,6节",,1—16,30
(2020-2021-1)-0201140031-0000854-3,0201140031,0000854,2019010121,,0208507,2020-2021,1,星期二,"第5,6节",,1—16,48
(2020-2021-1)-0201140031-0000844-3,0201140031,0000844,2019010146,,0209527B,2020-2021,1,星期二,"第5,6节",,1—16,51
(2020-2021-1)-0201140031-0000842-2,0201140031,0000842,2019010145,,0208407,2020-2021,1,星期二,"第5,6节",,1—16,56
(2020-2021-1)-0201140031-0000660-2,0201140031,0000660,2019010196,,0201314,2020-2021,1,星期二,"第5,6节",,1—16,25
(2020-2021-1)-1003140161-0001207-1,1003140161,0001207,2018010148,,0201506,2020-2021,1,星期二,"第5,6节",单,1—5,44
(2020-2021-1)-0803147121-0000220-1,0803147121,0000220,2018010104,,0204505,2020-2021,1,星期二,"第5,6节",,1—12,78
(2020-2021-1)-0803147121-0000220-2,0803147121,0000220,2018010105,,0204505,2020-2021,1,星期二,"第5,6节",,1—12,78
(2020-2021-1)-1002140071-0002164-1,1002140071,0002164,2019010165,,0201412,2020-2021,1,星期二,"第5,6节",,1—16,43
(2020-2021-1)-0802140011-0000885-5,0802140011,0000885,2020010104,,0202312,2020-2021,1,星期二,"第5,6节",,3—13,40
(2020-2021-1)-0803147131-0001321-2,0803147131,0001321,2018010106,,0203109,2020-2021,1,星期二,"第5,6节",,1—8,35
(2020-2021-1)-1515106001-0002310-2,1515106001,0002310,2017010112,,0203305,2020-2021,1,星期二,"第5,6节",,1—8,37
(2020-2021-1)-1505405002-0002374-7,1505405002,0002374,2017010105,,0204307,2020-2021,1,星期二,"第5,6节",,11—14,35
(2020-2021-1)-1505405002-0001199-7,1505405002,0001199,2017010104,,0210510,2020-2021,1,星期二,"第5,6节",,6—9,33
(2020-2021-1)-1703141281-0001025-4,1703141281,0001025,2019010207,,0209420,2020-2021,1,星期二,"第5,6节",,1—16,43
(2020-2021-1)-1505405001-0001199-7,1505405001,0001199,2017010105,,0211506,2020-2021,1,星期二,"第5,6节",,1—4,35
(2020-2021-1)-1505405001-0001150-7,1505405001,0001150,2017010104,,0211502,2020-2021,1,星期二,"第5,6节",,1—4,33
(2020-2021-1)-1506141942-0001193-3,1506141942,0001193,2018010192,,0209314,2020-2021,1,星期二,"第5,6节",,1—8,38
(2020-2021-1)-1505306009-0000897-7,1505306009,0000897,2017010106,,0201203,2020-2021,1,星期二,"第5,6节",,6—7,36
(2020-2021-1)-1203140011-0000737-1,1203140011,0000737,2020010145,,0201208,2020-2021,1,星期二,"第5,6节",,3—17,103
(2020-2021-1)-1203140011-0000737-2,1203140011,0000737,2020010146,,0201208,2020-2021,1,星期二,"第5,6节",,3—17,103
(2020-2021-1)-1203140011-0000923-3,1203140011,0000923,2020010167,,0209427,2020-2021,1,星期二,"第5,6节",,3—17,87
(2020-2021-1)-1203140011-0000923-4,1203140011,0000923,2020010168,,0209427,2020-2021,1,星期二,"第5,6节",,3—17,87
(2020-2021-1)-1403142021-0001353-1,1403142021,0001353,2018010141,,0201414,2020-2021,1,星期二,"第5,6节",,1—16,53
(2020-2021-1)-0202140691-0000855-2,0202140691,0000855,2018010232,,0201407,2020-2021,1,星期二,"第5,6节",,1—16,33
(2020-2021-1)-1002140061-0000787-1,1002140061,0000787,2019010143,,0208402,2020-2021,1,星期二,"第5,6节",,1—4,45
(2020-2021-1)-1002140061-0000787-2,1002140061,0000787,2019010143,,0208402,2020-2021,1,星期二,"第5,6节",,8—11,45
(2020-2021-1)-1508505022-0001928-1,1508505022,0001928,2017010115,,0201413,2020-2021,1,星期二,"第5,6节",,1—8,30
(2020-2021-1)-1506141952-0002125-1,1506141952,0002411,2018010191,,0201509,2020-2021,1,星期二,"第5,6节",,1—16,33
(2020-2021-1)-1505006211-0001255-7,1505006211,0001255,2017010122,,0210503,2020-2021,1,星期二,"第5,6节",,12—14,27
(2020-2021-1)-1505006211-0002372-7,1505006211,0002372,2017010120,,0210501,2020-2021,1,星期二,"第5,6节",,12—14,28
(2020-2021-1)-1505006211-0001061-7,1505006211,0001061,2017010123,,0210504,2020-2021,1,星期二,"第5,6节",,12—14,29
(2020-2021-1)-1505006211-0000942-7,1505006211,0000942,2017010121,,0210502,2020-2021,1,星期二,"第5,6节",,12—14,26
(2020-2021-1)-0603142071-0002144-1,0603142071,0002144,2018010136,,0209429,2020-2021,1,星期二,"第5,6节",,1—10,39
(2020-2021-1)-1502149031-0000688-1,1502149031,0000688,2020010117,,0203201,2020-2021,1,星期二,"第5,6节",,3—18,40
(2020-2021-1)-1502149031-0001286-2,1502149031,0002398,2020010115,,0203304,2020-2021,1,星期二,"第5,6节",,3—18,41
(2020-2021-1)-1302142021-0002113-1,1302142021,0002113,2020010153,,0203204,2020-2021,1,星期二,"第5,6节",,3—14,46
(2020-2021-1)-1403140061-0000129-3,1403140061,0000129,2019010117,,0209526B,2020-2021,1,星期二,"第5,6节",,1—14,42
(2020-2021-1)-0103141112-0000062-2,0103141112,0000062,2020010202,,0201501,2020-2021,1,星期二,"第5,6节",,3—18,30
(2020-2021-1)-0103140102-0000040-1,0103140102,0000040,2019010119,,0209525A,2020-2021,1,星期二,"第5,6节",,1—16,47
(2020-2021-1)-0603141241-0000910-1,0603141241,0000910,2018010133,,0201516,2020-2021,1,星期二,"第5,6节",,1—16,35
(2020-2021-1)-0602142011-0000907-1,0602142011,0000907,2020010135,,0202101,2020-2021,1,星期二,"第5,6节",,3—10,80
(2020-2021-1)-0602142011-0000907-2,0602142011,0000907,2020010136,,0202101,2020-2021,1,星期二,"第5,6节",,3—10,80
(2020-2021-1)-0602142011-0000907-3,0602142011,0002368,2020010135,,0202101,2020-2021,1,星期二,"第5,6节",,3—10,80
(2020-2021-1)-0602142011-0000907-4,0602142011,0002368,2020010136,,0202101,2020-2021,1,星期二,"第5,6节",,3—10,80
(2020-2021-1)-0603142232-0000267-1,0603142232,0000267,2017010118,,0201521,2020-2021,1,星期二,"第5,6节",,1—8,45
(2020-2021-1)-0503140021-0000914-1,0503140021,0000914,2018010211,,0201511,2020-2021,1,星期二,"第5,6节",,1—16,33
(2020-2021-1)-1003140151-0000228-2,1003140151,0000228,2018010147,,0203103,2020-2021,1,星期二,"第5,6节",单,1—7,43
(2020-2021-1)-1003140151-0000228-3,1003140151,0000228,2018010148,,0201409,2020-2021,1,星期二,"第5,6节",双,1—7,44
(2020-2021-1)-1003140131-0000234-1,1003140131,0000234,2018010149,,0202310,2020-2021,1,星期二,"第5,6节",,3—14,46
(2020-2021-1)-1402140061-0000118-2,1402140061,0000118,2018010122,,0201410,2020-2021,1,星期二,"第5,6节",双,1—16,43
(2020-2021-1)-0703140131-0002153-1,0703140131,0002153,2018010218,,0203108,2020-2021,1,星期二,"第5,6节",,1—16,49
(2020-2021-1)-0703140131-0002028-1,0703140131,0002028,2018010153,,0203105,2020-2021,1,星期二,"第5,6节",,1—16,48
(2020-2021-1)-0502140142-0000859-3,0502140142,0000859,2018010210,,0209312,2020-2021,1,星期二,"第5,6节",,3—10,54
(2020-2021-1)-1512006104-0000858-2,1512006104,0000858,2017010149,,0201218,2020-2021,1,星期二,"第5,6节",,1—6,21
(2020-2021-1)-1112004903-0001184-2,1112004903,0001184,2018010212,,0203212,2020-2021,1,星期二,"第5,6节",,1—8,41
(2020-2021-1)-0506142021-0001929-1,0506142021,0001929,2018010103,,0209425,2020-2021,1,星期二,"第5,6节",,1—16,36
(2020-2021-1)-0506142021-0001929-2,0506142021,0001342,2018010103,,0209425,2020-2021,1,星期二,"第5,6节",,1—16,36
(2020-2021-1)-1502149021-0000017-5,1502149021,0000017,2020010156,,0201215,2020-2021,1,星期二,"第5,6节",单,3—18,39
(2020-2021-1)-1402145031-0000130-1,1402145031,0000130,2019010147,,0202103,2020-2021,1,星期二,"第5,6节",,1—16,93
(2020-2021-1)-1402145031-0000130-2,1402145031,0000130,2019010193,,0202103,2020-2021,1,星期二,"第5,6节",,1—16,93
